3.99987 -0.266664 
3.99947 -0.53331 
3.9988 -0.79992 
3.99787 -1.06648 
3.99667 -1.33296 
3.9952 -1.59936 
3.99347 -1.86565 
3.99147 -2.13182 
3.9892 -2.39784 
3.98667 -2.6637 
3.98388 -2.92939 
3.98082 -3.19488 
3.97749 -3.46016 
3.9739 -3.72521 
3.97004 -3.99001 
3.96592 -4.25454 
3.96153 -4.51879 
3.95688 -4.78274 
3.95196 -5.04637 
3.94679 -5.30966 
3.94134 -5.5726 
3.93564 -5.83517 
3.92967 -6.09735 
3.92345 -6.35912 
3.91696 -6.62047 
3.9102 -6.88137 
3.90319 -7.14182 
3.89592 -7.40179 
3.88839 -7.66127 
3.8806 -7.92024 
3.87255 -8.17868 
3.86424 -8.43657 
3.85568 -8.69391 
3.84685 -8.95066 
3.83778 -9.20681 
3.82844 -9.46236 
3.81885 -9.71727 
3.80901 -9.97153 
3.79891 -10.2251 
3.78856 -10.478 
3.77795 -10.7303 
3.7671 -10.9818 
3.75599 -11.2325 
3.74463 -11.4826 
3.73302 -11.7318 
3.72117 -11.9803 
3.70906 -12.228 
3.69671 -12.4748 
3.68411 -12.7209 
3.67127 -12.966 
3.65818 -13.2104 
3.64485 -13.4538 
3.63128 -13.6963 
3.61746 -13.938 
3.6034 -14.1787 
3.5891 -14.4184 
3.57456 -14.6572 
3.55979 -14.895 
3.54477 -15.1318 
3.52952 -15.3676 
3.51404 -15.6024 
3.49832 -15.8362 
3.48237 -16.0689 
3.46618 -16.3005 
3.44977 -16.531 
3.43312 -16.7604 
3.41625 -16.9888 
3.39914 -17.2159 
3.38181 -17.442 
3.36426 -17.6668 
3.34648 -17.8905 
3.32848 -18.113 
3.31025 -18.3343 
3.29181 -18.5544 
3.27315 -18.7732 
3.25426 -18.9908 
3.23517 -19.2071 
3.21585 -19.4222 
3.19632 -19.6359 
3.17658 -19.8483 
3.15663 -20.0594 
3.13646 -20.2692 
3.11609 -20.4776 
3.09551 -20.6847 
3.07472 -20.8904 
3.05373 -21.0946 
3.03253 -21.2975 
3.01113 -21.499 
2.98953 -21.699 
2.96773 -21.8976 
2.94574 -22.0947 
2.92354 -22.2903 
2.90116 -22.4845 
2.87858 -22.6772 
2.8558 -22.8683 
2.83284 -23.0579 
2.80969 -23.246 
2.78635 -23.4325 
2.76282 -23.6175 
2.73911 -23.8009 
2.71522 -23.9827 
2.69115 -24.1629 
2.6669 -24.3415 
2.64247 -24.5185 
2.61786 -24.6939 
2.59308 -24.8676 
2.56813 -25.0396 
2.543 -25.21 
2.51771 -25.3787 
2.49224 -25.5457 
2.46662 -25.711 
2.44082 -25.8745 
2.41487 -26.0364 
2.38875 -26.1965 
2.36247 -26.3549 
2.33604 -26.5115 
2.30945 -26.6664 
2.28271 -26.8194 
2.25581 -26.9707 
2.22877 -27.1202 
2.20157 -27.2679 
2.17423 -27.4138 
2.14675 -27.5578 
2.11912 -27.7 
2.09135 -27.8403 
2.06344 -27.9788 
2.03539 -28.1155 
2.00721 -28.2502 
1.97889 -28.3831 
1.95044 -28.5141 
1.92186 -28.6431 
1.89316 -28.7703 
1.86432 -28.8956 
1.83537 -29.0189 
1.80629 -29.1403 
1.77709 -29.2597 
1.74777 -29.3772 
1.71833 -29.4927 
1.68878 -29.6063 
1.65912 -29.7179 
1.62935 -29.8275 
1.59947 -29.9352 
1.56948 -30.0408 
1.53939 -30.1444 
1.50919 -30.246 
1.47889 -30.3456 
1.4485 -30.4432 
1.41801 -30.5388 
1.38742 -30.6323 
1.35674 -30.7238 
1.32598 -30.8132 
1.29512 -30.9006 
1.26417 -30.9859 
1.23315 -31.0691 
1.20204 -31.1503 
1.17085 -31.2294 
1.13958 -31.3064 
1.10824 -31.3813 
1.07682 -31.4542 
1.04533 -31.5249 
1.01377 -31.5935 
0.982141 -31.6601 
0.950449 -31.7245 
0.918693 -31.7868 
0.886876 -31.847 
0.855 -31.905 
0.823067 -31.961 
0.791078 -32.0148 
0.759038 -32.0665 
0.726946 -32.116 
0.694806 -32.1634 
0.66262 -32.2086 
0.63039 -32.2517 
0.598117 -32.2927 
0.565805 -32.3315 
0.533455 -32.3681 
0.50107 -32.4026 
0.468651 -32.4349 
0.436201 -32.4651 
0.403721 -32.4931 
0.371215 -32.5189 
0.338684 -32.5426 
0.306131 -32.5641 
0.273557 -32.5834 
0.240965 -32.6005 
0.208356 -32.6155 
0.175734 -32.6283 
0.1431 -32.639 
0.110457 -32.6474 
0.0778064 -32.6537 
0.0451505 -32.6578 
0.0124915 -32.6597 
-0.0201682 -32.6594 
-0.0528266 -32.657 
-0.0854815 -32.6524 
-0.118131 -32.6456 
-0.150772 -32.6367 
-0.183403 -32.6255 
-0.216022 -32.6122 
-0.248627 -32.5967 
-0.281215 -32.5791 
-0.313784 -32.5592 
-0.346333 -32.5372 
-0.378858 -32.513 
-0.411358 -32.4867 
-0.443831 -32.4582 
-0.476274 -32.4275 
-0.508685 -32.3947 
-0.541062 -32.3597 
-0.573404 -32.3225 
-0.605707 -32.2832 
-0.63797 -32.2418 
-0.67019 -32.1982 
-0.702365 -32.1524 
-0.734494 -32.1045 
-0.766574 -32.0545 
-0.798602 -32.0023 
-0.830577 -31.948 
-0.862497 -31.8916 
-0.89436 -31.833 
-0.926163 -31.7723 
-0.957904 -31.7095 
-0.989581 -31.6446 
-1.02119 -31.5776 
-1.05274 -31.5085 
-1.08421 -31.4372 
-1.11561 -31.3639 
-1.14694 -31.2885 
-1.17819 -31.211 
-1.20936 -31.1314 
-1.24045 -31.0497 
-1.27146 -30.966 
-1.30238 -30.8802 
-1.33322 -30.7924 
-1.36396 -30.7024 
-1.39462 -30.6105 
-1.42518 -30.5165 
-1.45565 -30.4205 
-1.48602 -30.3224 
-1.5163 -30.2223 
-1.54647 -30.1202 
-1.57654 -30.0161 
-1.6065 -29.91 
-1.63636 -29.8019 
-1.6661 -29.6919 
-1.69574 -29.5798 
-1.72526 -29.4658 
-1.75467 -29.3498 
-1.78396 -29.2318 
-1.81313 -29.1119 
-1.84218 -28.9901 
-1.87111 -28.8663 
-1.89992 -28.7406 
-1.92859 -28.613 
-1.95714 -28.4834 
-1.98556 -28.352 
-2.01384 -28.2187 
-2.042 -28.0835 
-2.07001 -27.9464 
-2.09789 -27.8075 
-2.12563 -27.6667 
-2.15322 -27.5241 
-2.18067 -27.3796 
-2.20798 -27.2333 
-2.23514 -27.0852 
-2.26215 -26.9353 
-2.28901 -26.7836 
-2.31572 -26.6301 
-2.34227 -26.4749 
-2.36866 -26.3178 
-2.3949 -26.159 
-2.42098 -25.9985 
-2.4469 -25.8363 
-2.47265 -25.6723 
-2.49824 -25.5066 
-2.52367 -25.3392 
-2.54892 -25.1701 
-2.57401 -24.9993 
-2.59892 -24.8269 
